Терминал;Дата и время проведения платежа;Зачислено;Наименование оператора;Оплата заказа;Сумма к оплате;Ид платежа
12572;"	19.07.2016 18:55:52";3480.00;"Euroroaming ";26777;3480;71336298
Итого:;3480.00
