Терминал;Дата и время проведения платежа;Зачислено;Наименование оператора;Оплата заказа;Сумма к оплате;Ид платежа
12572;"	14.12.2017 14:49:32";1790.00;Euroroaming  - ПТ;78670;1820;86404713
Итого:;1790.00
